index,weekly_chart,track_name,artist_name,cm_track_id,cm_artist_id,isrc,spotify_popularity,track_genre,region,rank,current_plays,time_on_chart
0,2020-01-05_top200US,The Box,Roddy Ricch,27599255,839964,USAT21906978,89.0,"melodic rap,rap,southern hip hop,trap",['US'],1,18952305,45
1,2020-01-05_top200US,ROXANNE,Arizona Zervas,27228348,64150,USSM11914320,87.0,pop,['US'],2,9671478,48
2,2020-01-05_top200US,Yummy,Justin Bieber,28077991,3479,USUM71923046,79.0,"canadian pop,dance pop,pop,post-teen pop",['CA'],3,9648561,6
3,2020-01-05_top200US,Circles,Post Malone,25021708,135326,USUM71915699,89.0,"dfw rap,melodic rap,pop,rap",['US'],4,8244725,57
4,2020-01-05_top200US,BOP,DaBaby,25358331,398544,USUM71918972,,"nc hip hop,rap",['US'],5,7985170,55
5,2020-01-05_top200US,Falling,Trevor Daniel,20659476,720461,USUYG1221109,86.0,"alternative r&b,emo rap,melodic rap",['US'],6,7503297,18
6,2020-01-05_top200US,Dance Monkey,Tones And I,22955238,1410939,QZES71982312,70.0,australian pop,['AU'],7,6986158,63
7,2020-01-05_top200US,Bandit (with YoungBoy Never Broke Again),Juice WRLD,25643026,921966,USUG11903492,,"baton rouge rap,trap,chicago rap,melodic rap,pop","['US', 'US']",8,6938158,54
8,2020-01-05_top200US,Futsal Shuffle 2020,Lil Uzi Vert,27662235,5732,USAT21907135,,"melodic rap,philly rap,rap,trap",['US'],9,6802710,12
9,2020-01-05_top200US,everything i wanted,Billie Eilish,27203921,5596,USUM71922577,87.0,"electropop,pop",['US'],10,6181388,49
10,2020-01-05_top200US,Ballin' (with Roddy Ricch),Mustard,24232403,4573,USUM71911808,84.0,"cali rap,hip hop,pop,pop rap,rap,southern hip hop,trap,melodic rap,rap,southern hip hop,trap","['US', 'US']",11,6166618,63
11,2020-01-05_top200US,Blinding Lights,The Weeknd,27552418,3852,USUG11904206,35.0,"canadian contemporary r&b,canadian pop,pop,rap",['CA'],12,6093807,16
12,2020-01-05_top200US,Adore You,Harry Styles,27599120,558681,USSM11912588,87.0,"dance pop,pop,post-teen pop",['GB'],13,5918797,44
13,2020-01-05_top200US,Suicidal,YNW Melly,27460356,763339,QMCE31902585,,"melodic rap,trap",['US'],14,5880355,32
14,2020-01-05_top200US,My Oh My,Camila Cabello,27597895,454302,USSM11914257,,"nc hip hop,rap,dance pop,pop,post-teen pop","['US', 'US']",15,5680153,23
15,2020-01-05_top200US,Don't Start Now,Dua Lipa,26822879,5381,GBAHT1901121,86.0,"dance pop,pop,post-teen pop,uk pop",['GB'],16,5216621,21
16,2020-01-05_top200US,No Idea,Don Toliver,23658940,838183,USAT21903300,,"canadian hip hop,pop rap,rap,trap,trap soul,underground hip hop,vapor trap",['US'],17,4922350,15
17,2020-01-05_top200US,hot girl bummer,blackbear,24946504,169796,USUG11902959,,pop,['US'],18,4897726,52
18,2020-01-05_top200US,VIBEZ,DaBaby,25359295,398544,USUM71919281,79.0,"nc hip hop,rap",['US'],19,4809631,40
19,2020-01-05_top200US,Watermelon Sugar,Harry Styles,27222889,558681,USSM11912587,95.0,"dance pop,pop,post-teen pop",['GB'],20,4793358,44
20,2020-01-05_top200US,Heartless,The Weeknd,27527047,3852,USUG11904007,0.0,"canadian contemporary r&b,canadian pop,pop,rap",['CA'],21,4784585,17
21,2020-01-05_top200US,OUT WEST (feat. Young Thug),JACKBOYS,28009698,3494112,USSM11914988,,"pop,pop rap,rap,atl hip hop,atl trap,gangster rap,melodic rap,pop rap,rap,trap","['US', 'US', 'US']",22,4750318,39
22,2020-01-05_top200US,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,21815071,135326,USUM71814888,82.0,"dfw rap,melodic rap,pop,rap,trap","['US', 'US']",23,4700611,57
23,2020-01-05_top200US,HIGHEST IN THE ROOM,Travis Scott,25523830,4215,USSM11904276,88.0,"pop,pop rap,rap",['US'],24,4640947,54
24,2020-01-05_top200US,Someone You Loved,Lewis Capaldi,21918634,550208,DEUM71807062,90.0,"pop,uk pop",['GB'],25,4604720,74
25,2020-01-05_top200US,Woah,Lil Baby,26955680,731530,USUG11902877,,"atl hip hop,atl trap,rap,trap",['US'],26,4528520,16
26,2020-01-05_top200US,Memories,Maroon 5,25265336,1546,USUM71913350,89.0,pop,['US'],27,4510361,55
27,2020-01-05_top200US,Lose You To Love Me,Selena Gomez,26549073,3168,USUM71918727,20.0,"dance pop,pop,post-teen pop",['US'],28,4291918,12
28,2020-01-05_top200US,SUGAR,BROCKHAMPTON,24955524,80749,USRC11901564,,"boy band,hip hop,pop rap,rap",['US'],29,4290774,33
29,2020-01-05_top200US,Lucid Dreams,Juice WRLD,19173542,921966,USUG11800685,88.0,"chicago rap,melodic rap,pop",['US'],30,4068069,97
30,2020-01-05_top200US,Suge,DaBaby,22513774,398544,USUM71902966,79.0,"nc hip hop,rap",['US'],31,4012729,74
31,2020-01-05_top200US,Say So,Doja Cat,26951096,217671,USRC11903454,87.0,"electropop,la indie,pop",['US'],32,3895584,41
32,2020-01-05_top200US,Robbery,Juice WRLD,22424919,921966,USUG11900302,88.0,"chicago rap,melodic rap,pop",['US'],33,3857669,84
33,2020-01-05_top200US,bad guy,Billie Eilish,22669299,5596,USUM71900764,88.0,"electropop,pop",['US'],34,3830917,81
34,2020-01-05_top200US,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,28009769,4215,USSM11914991,,"pop,pop rap,rap,r&b en espanol,atl hip hop,atl trap,rap,trap","['US', 'ES', 'US']",35,3735347,7
35,2020-01-05_top200US,Writing on the Wall,French Montana,25351517,3754,USSM11904644,,"hip hop,pop,pop rap,rap,southern hip hop,trap,dfw rap,melodic rap,pop,rap,pop,rap,latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical","['US', 'US', 'US', 'JM']",36,3695717,3
36,2020-01-05_top200US,Ransom,Lil Tecca,23630396,1014878,QZ85M1940160,83.0,melodic rap,['US'],37,3657828,47
37,2020-01-05_top200US,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,25360349,398544,USUM71919280,,"nc hip hop,rap,pop rap,rap,southern hip hop,trap,atl hip hop,atl trap,rap,trap","['US', 'US', 'US']",38,3492249,34
38,2020-01-05_top200US,Truth Hurts,Lizzo,16784704,210712,USAT21703896,71.0,"escape room,minnesota hip hop,pop,trap queen",['US'],39,3433280,38
39,2020-01-05_top200US,223's (feat. 9lokknine),YNW Melly,24825166,763339,QMCE31902418,,"melodic rap,trap","['US', 'US']",40,3424197,31
40,2020-01-05_top200US,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,26826415,4517,USAT21906512,,"pop,pop rap,rap,atl hip hop,atl trap,gangster rap,melodic rap,pop rap,rap,trap,atl hip hop,hip hop,melodic rap,pop rap,rap,trap","['US', 'US', 'US']",41,3421786,11
41,2020-01-05_top200US,Falling,Harry Styles,27651731,558681,USSM11912590,87.0,"dance pop,pop,post-teen pop",['GB'],42,3415708,44
42,2020-01-05_top200US,"10,000 Hours (with Justin Bieber)",Dan + Shay,25523855,4741,USWB11902440,85.0,"canadian pop,dance pop,pop,post-teen pop,contemporary country","['US', 'CA']",43,3355067,54
43,2020-01-05_top200US,Stuck In A Dream (feat. Gunna),Lil Mosey,25229335,855069,USUM71911881,79.0,"atl hip hop,hip hop,melodic rap,pop rap,rap,trap,melodic rap,rap conscient,trap,vapor trap","['US', 'US']",44,3316362,27
44,2020-01-05_top200US,Money In The Grave (Drake ft. Rick Ross),Drake,24066982,3380,USCM51900318,,"dirty south rap,gangster rap,hip hop,pop rap,rap,southern hip hop,trap,canadian hip hop,canadian pop,hip hop,pop rap,rap,toronto rap","['CA', 'US']",45,3314636,68
45,2020-01-05_top200US,Señorita,Shawn Mendes,24138628,4934,USUM71911283,82.0,"canadian pop,pop,post-teen pop,viral pop,dance pop,pop,post-teen pop","['CA', 'US']",46,3289924,52
46,2020-01-05_top200US,Goodbyes (Feat. Young Thug),Post Malone,24327143,135326,USUM71912330,20.0,"atl hip hop,atl trap,gangster rap,melodic rap,pop rap,rap,trap,dfw rap,melodic rap,pop,rap","['US', 'US']",47,3266958,47
47,2020-01-05_top200US,No Guidance,Chris Brown,23947926,2249,USRC11901583,,"dance pop,pop,pop rap,r&b,rap,canadian hip hop,canadian pop,hip hop,pop rap,rap,toronto rap","['US', 'CA']",48,3216358,68
48,2020-01-05_top200US,Death,Trippie Redd,27044112,526471,QZJ841900163,68.0,"nc hip hop,rap,melodic rap,rap,trap","['US', 'US']",49,3176458,15
49,2020-01-05_top200US,Start Wit Me (feat. Gunna),Roddy Ricch,26605268,839964,USAT21905968,,"atl hip hop,hip hop,melodic rap,pop rap,rap,trap,melodic rap,rap,southern hip hop,trap","['US', 'US']",50,3156095,16
50,2020-01-05_top200US,MIDDLE CHILD,J. Cole,22317509,3530,QMJMT1902056,82.0,"conscious hip hop,hip hop,nc hip hop,pop rap,rap",['US'],51,3031578,91
51,2020-01-05_top200US,Wow.,Post Malone,22174494,135326,USUM71822626,83.0,"dfw rap,melodic rap,pop,rap",['US'],52,3020295,57
52,2020-01-05_top200US,Yellow Hearts,Ant Saunders,24377605,1650474,QZFYY1901760,77.0,,['US'],53,3019176,13
53,2020-01-05_top200US,Had Enough (feat. Quavo & Offset),Don Toliver,28008317,838183,USAT21907692,,"atl hip hop,hip hop,melodic rap,pop,pop rap,rap,southern hip hop,trap,canadian hip hop,pop rap,rap,trap,trap soul,underground hip hop,vapor trap","['US', None, 'US']",54,3012901,5
54,2020-01-05_top200US,Make No Sense,YoungBoy Never Broke Again,25947542,215373,USAT21904061,76.0,"baton rouge rap,trap",['US'],55,2938857,32
55,2020-01-05_top200US,July,Noah Cyrus,24736406,213898,USQX91901092,34.0,"dance pop,pop,post-teen pop",['US'],56,2876332,30
56,2020-01-05_top200US,ORANGE SODA,Baby Keem,24494993,1154357,QM6N21900076,79.0,vapor trap,[None],57,2862847,22
57,2020-01-05_top200US,GOODMORNINGTOKYO!,TOKYO’S REVENGE,26287895,1589511,USLD91721611,,,['US'],58,2824898,20
58,2020-01-05_top200US,Camelot,NLE Choppa,25176284,1388456,USWB11901876,,memphis hip hop,['US'],59,2803556,42
59,2020-01-05_top200US,when the party's over,Billie Eilish,21809966,5596,USUM71815958,,"electropop,pop",['US'],60,2797897,80
60,2020-01-05_top200US,Peta (feat. Meek Mill),Roddy Ricch,27599339,839964,USAT21906983,,"hip hop,philly rap,pop,pop rap,rap,southern hip hop,trap,melodic rap,rap,southern hip hop,trap","['US', 'US']",61,2797486,10
61,2020-01-05_top200US,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,27515166,839964,USAT21906657,,"melodic rap,rap,trap,melodic rap,rap,southern hip hop,trap","['US', 'US']",62,2765353,12
62,2020-01-05_top200US,High Fashion (feat. Mustard),Roddy Ricch,27599219,839964,USAT21906985,,"cali rap,hip hop,pop,pop rap,rap,southern hip hop,trap,melodic rap,rap,southern hip hop,trap","['US', 'US']",63,2733491,42
63,2020-01-05_top200US,All Girls Are The Same,Juice WRLD,19043811,921966,USUG11800651,86.0,"chicago rap,melodic rap,pop",['US'],64,2717356,96
64,2020-01-05_top200US,Tusa,KAROL G,26955241,206809,USUM71921183,88.0,"dance pop,hip pop,pop,pop rap,post-teen pop,rap,reggaeton","['CO', 'US']",65,2672855,24
65,2020-01-05_top200US,Lights Up,Harry Styles,25949044,558681,USSM11910404,,"dance pop,pop,post-teen pop",['GB'],66,2641202,23
66,2020-01-05_top200US,Baby (Lil Baby feat. DaBaby),Quality Control,24504051,744697,USUG11900748,75.0,"nc hip hop,rap,atl hip hop,atl trap,rap,trap,hip hop,melodic rap,pop,pop rap,rap,southern hip hop,trap","['US', 'US', 'US']",67,2630443,43
67,2020-01-05_top200US,Legends,Juice WRLD,20015142,921966,USUG11801263,81.0,"chicago rap,melodic rap,pop",['US'],68,2605382,63
68,2020-01-05_top200US,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,27528385,260477,USWD11995182,79.0,,['US'],69,2592546,13
69,2020-01-05_top200US,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,25094148,135326,USUM71915731,79.0,"pop,pop rap,rap,album rock,birmingham metal,classic rock,hard rock,metal,rock,dfw rap,melodic rap,pop,rap","['US', 'US', 'US']",70,2577807,34
70,2020-01-05_top200US,If The World Was Ending (feat. Julia Michaels),JP Saxe,26187797,572217,USQX91902708,,"dance pop,pop,post-teen pop,canadian contemporary r&b,indie anthem-folk,indie r&b","['CA', 'US']",71,2569283,49
71,2020-01-05_top200US,SLOW DANCING IN THE DARK,Joji,20554453,711146,ZZOPM1800452,84.0,"alternative r&b,viral pop",['US'],72,2563355,102
72,2020-01-05_top200US,VALENTINO,24kGoldn,22325171,1005525,USQX91803621,79.0,cali rap,['US'],73,2541856,16
73,2020-01-05_top200US,Hate Me (with Juice WRLD),Ellie Goulding,24217072,3544,GBUM71902944,81.0,"dance pop,edm,electropop,metropopolis,pop,post-teen pop,tropical house,uk pop,chicago rap,melodic rap,pop","['GB', 'US']",74,2529323,55
74,2020-01-05_top200US,Pop Out (feat. Lil Tjay),Polo G,22360351,1120779,USQX91900309,,"chicago rap,melodic rap,nyc rap","['US', 'US']",75,2516935,70
75,2020-01-05_top200US,lovely (with Khalid),Billie Eilish,19088585,5596,USUM71804190,88.0,"electropop,pop,pop","['US', 'US']",76,2491248,108
76,2020-01-05_top200US,Before You Go,Lewis Capaldi,27430934,550208,DEUM71905868,,"pop,uk pop",['GB'],77,2486978,47
77,2020-01-05_top200US,SICKO MODE,Travis Scott,20318958,4215,USSM11806660,88.0,"pop,pop rap,rap",['US'],78,2478652,115
78,2020-01-05_top200US,Into the Unknown,Idina Menzel,27031598,1805,USWD11994667,78.0,"broadway,hollywood,movie tunes,show tunes,norwegian pop,pop","['US', 'NO']",79,2474739,17
79,2020-01-05_top200US,The London (feat. J. Cole & Travis Scott),Young Thug,23634557,4517,USAT21903320,,"pop,pop rap,rap,conscious hip hop,hip hop,nc hip hop,pop rap,rap,atl hip hop,atl trap,gangster rap,melodic rap,pop rap,rap,trap","['US', 'US', 'US']",80,2472173,46
80,2020-01-05_top200US,Murder On My Mind,YNW Melly,19877573,763339,QMCE31801827,81.0,"melodic rap,trap",['US'],81,2451476,105
81,2020-01-05_top200US,Vete,Bad Bunny,27450969,214945,QMFME1914637,,"reggaeton,trap latino",['PR'],82,2423803,14
82,2020-01-05_top200US,7 rings,Ariana Grande,22290726,3963,USUM71900110,86.0,"dance pop,pop,post-teen pop",['US'],83,2413328,72
83,2020-01-05_top200US,Drip Too Hard (Lil Baby & Gunna),Lil Baby,20556655,731530,USUG11801811,82.0,"atl hip hop,hip hop,melodic rap,pop rap,rap,trap,atl hip hop,atl trap,rap,trap","['US', 'US']",84,2411621,106
84,2020-01-05_top200US,Going Bad (feat. Drake),Meek Mill,22039364,3970,USAT21812710,81.0,"canadian hip hop,canadian pop,hip hop,pop rap,rap,toronto rap,hip hop,philly rap,pop,pop rap,rap,southern hip hop,trap","['US', 'CA']",85,2394477,87
85,2020-01-05_top200US,Graveyard,Halsey,25175534,5109,USUM71917563,20.0,"dance pop,electropop,etherpop,indie poptimism,pop,post-teen pop",['US'],86,2391061,18
86,2020-01-05_top200US,WHAT TO DO? (feat. Don Toliver),JACKBOYS,28009741,3494112,USSM11914985,,"pop,pop rap,rap,canadian hip hop,pop rap,rap,trap,trap soul,underground hip hop,vapor trap","['US', 'US', 'US']",87,2390464,3
87,2020-01-05_top200US,Let Me Know (I Wonder Why Freestyle),Juice WRLD,27603598,921966,USUG11903494,,"chicago rap,melodic rap,pop",['US'],88,2386871,10
88,2020-01-05_top200US,How Do You Sleep?,Sam Smith,24554679,3176,GBUM71902381,83.0,"pop,uk pop",['GB'],89,2353037,26
89,2020-01-05_top200US,GANG GANG,JACKBOYS,28009719,3494112,USSM11914990,,"rap,trap,underground hip hop,vapor trap","['US', 'US']",90,2342997,3
90,2020-01-05_top200US,Beautiful People (feat. Khalid),Ed Sheeran,24225401,3648,GBAHS1900885,77.0,"pop,uk pop,pop","['GB', 'US']",91,2342650,41
91,2020-01-05_top200US,F.N,Lil Tjay,24819843,1349373,USSM11904899,,"melodic rap,nyc rap",['US'],92,2297296,51
92,2020-01-05_top200US,Maniac,Conan Gray,26595159,562618,USUM71920712,20.0,"bedroom pop,dance pop,pop,social media pop",['US'],93,2275101,16
93,2020-01-05_top200US,RITMO (Bad Boys For Life),Black Eyed Peas,25866373,728,USSM11912430,83.0,"dance pop,pop,pop rap,latin,reggaeton","['US', 'CO']",94,2274853,18
94,2020-01-05_top200US,Enemies (feat. DaBaby),Post Malone,25094550,135326,USUM71915725,78.0,"dfw rap,melodic rap,pop,rap,nc hip hop,rap","['US', 'US']",95,2261666,35
95,2020-01-05_top200US,Trampoline (with ZAYN),SHAED,25370334,209861,QZ47A1900210,77.0,"dance pop,pop,post-teen pop,uk pop,electropop","['US', 'GB']",96,2239963,12
96,2020-01-05_top200US,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,22152724,195737,USAT21812918,81.0,"melodic rap,rap,trap,emo rap","['US', 'US']",97,2236954,80
97,2020-01-05_top200US,EARFQUAKE,"Tyler, The Creator",23194901,2498,USQX91901111,81.0,"hip hop,pop rap,rap",['US'],98,2226222,62
98,2020-01-05_top200US,6 Kiss,Trippie Redd,27449271,526471,QZJ841900147,,"melodic rap,rap,trap,melodic rap,trap,chicago rap,melodic rap,pop","['US', 'US', 'US']",99,2225448,13
99,2020-01-05_top200US,Up All Night,Khalid,27220373,209693,USRC11903550,,pop,['US'],100,2221247,8
100,2020-01-05_top200US,Hot (feat. Gunna),Young Thug,24879879,4517,USAT21904711,,"atl hip hop,atl trap,gangster rap,melodic rap,pop rap,rap,trap,atl hip hop,hip hop,melodic rap,pop rap,rap,trap","['US', 'US']",101,2216922,28
101,2020-01-05_top200US,FML,Arizona Zervas,27759515,64150,USSM11914459,79.0,pop,['US'],102,2216270,9
102,2020-01-05_top200US,SAD!,XXXTENTACION,18617811,74419,USUG11800208,86.0,"emo rap,miami hip hop",['US'],103,2215949,135
103,2020-01-05_top200US,Panini,Lil Nas X,24134468,1366172,USSM11903948,74.0,"country rap,lgbtq+ hip hop",['US'],104,2207112,24
104,2020-01-05_top200US,20/20,Lil Tjay,28061886,1349373,USSM11914726,,"melodic rap,nyc rap",['US'],105,2200712,2
105,2020-01-05_top200US,Lalala,Y2K,24236636,558932,USSM11904230,,"canadian hip hop,dark trap,vapor trap","[None, 'CA']",106,2188817,45
106,2020-01-05_top200US,rockstar,Post Malone,15941282,135326,USUM71710087,85.0,"atl hip hop,pop rap,rap,southern hip hop,trap,dfw rap,melodic rap,pop,rap","['US', 'US']",107,2185027,129
107,2020-01-05_top200US,Heartless (feat. Morgan Wallen),Diplo,24875347,1964,USSM11905215,,"bmore,edm,moombahton,ninja,pop,contemporary country,country road,deep talent show","['US', 'US']",108,2171386,34
108,2020-01-05_top200US,Talk (feat. Disclosure),Khalid,22395202,209693,USRC11900004,76.0,"house,pop,uk dance,pop","['US', 'GB']",109,2160183,48
109,2020-01-05_top200US,Juicy,Doja Cat,24875465,217671,USRC11901510,,"hip hop,pop,pop rap,rap,trap,electropop,la indie,pop","['US', 'US']",110,2156099,18
110,2020-01-05_top200US,One Man Band,Old Dominion,22289522,5110,USRN11800147,,"contemporary country,country road",['US'],111,2153703,30
111,2020-01-05_top200US,Cash Shit (feat. Da Baby),Megan Thee Stallion,23214451,788785,QMCE31902212,,"nc hip hop,rap,houston rap,pop,trap queen","['US', 'US']",112,2138913,32
112,2020-01-05_top200US,I Fall Apart,Post Malone,15939378,135326,USUM71614475,82.0,"dfw rap,melodic rap,pop,rap",['US'],113,2132837,161
113,2020-01-05_top200US,Heart On Ice,Rod Wave,23732084,1009958,USUYG1257043,78.0,florida rap,['US'],114,2127729,30
114,2020-01-05_top200US,I Don't Care (with Justin Bieber),Ed Sheeran,22960734,3648,GBAHS1900672,79.0,"canadian pop,dance pop,pop,post-teen pop,pop,uk pop","['GB', 'CA']",115,2127256,37
115,2020-01-05_top200US,Better Now,Post Malone,19133773,135326,USUM71805170,84.0,"dfw rap,melodic rap,pop,rap",['US'],116,2120560,126
116,2020-01-05_top200US,Good As Hell (feat. Ariana Grande) - Remix,Lizzo,26606498,210712,USAT21906086,77.0,"dance pop,pop,post-teen pop,escape room,minnesota hip hop,pop,trap queen","['US', 'US']",117,2090569,11
117,2020-01-05_top200US,Jocelyn Flores,XXXTENTACION,15972110,74419,USUYG1156892,87.0,"emo rap,miami hip hop",['US'],118,2079614,164
118,2020-01-05_top200US,Hop Off A Jet (feat. Travis Scott),Young Thug,27922030,4517,USAT21907513,,"pop,pop rap,rap,atl hip hop,atl trap,gangster rap,melodic rap,pop rap,rap,trap","['US', 'US']",119,2069663,5
119,2020-01-05_top200US,Sucker,Jonas Brothers,22513716,2581,USUG11900515,83.0,"boy band,dance pop,pop,post-teen pop",['US'],120,2062198,43
120,2020-01-05_top200US,Immortal,21 Savage,26812163,5730,USSM11913980,,"atl hip hop,pop rap,rap,southern hip hop,trap",['US'],121,2060196,13
121,2020-01-05_top200US,Somebody,Internet Money,25947543,1146681,QZJ841900026,,"melodic rap,rap,trap,melodic rap,trap","['US', 'US', 'US']",122,2050934,14
122,2020-01-05_top200US,Old Town Road - Remix,Lil Nas X,22782681,1366172,USSM11902498,83.0,"contemporary country,country,country rap,lgbtq+ hip hop","['US', 'US']",123,2047952,31
123,2020-01-05_top200US,Armed And Dangerous,Juice WRLD,21918839,921966,USUG11802039,81.0,"chicago rap,melodic rap,pop",['US'],124,2038884,92
124,2020-01-05_top200US,Happier,Marshmello,20397687,3907,USUG11801651,85.0,"brostep,progressive electro house,metropopolis,modern rock,pop","['US', 'GB']",125,2020294,93
125,2020-01-05_top200US,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,24415209,3648,GBAHS1900714,81.0,"pop,uk pop,pop,rap,dance pop,pop,post-teen pop","['GB', 'US', 'US']",126,2014407,18
126,2020-01-05_top200US,Sanguine Paradise,Lil Uzi Vert,22813505,5732,USAT21902376,77.0,"melodic rap,philly rap,rap,trap",['US'],127,1994385,53
127,2020-01-05_top200US,Mean It,Lauv,27203290,209705,GBKPL1969288,,"la pop,pop,dance pop,pop","['US', 'US']",128,1964965,2
128,2020-01-05_top200US,Ransom (with Juice WRLD) - Remix,Lil Tecca,24870858,1014878,USUG11903068,77.0,melodic rap,['US'],129,1961745,19
129,2020-01-05_top200US,One Thing Right,Marshmello,24132332,3907,US6XF1800275,78.0,"brostep,progressive electro house,contemporary country,country road","['US', 'US']",130,1961556,33
130,2020-01-05_top200US,Lean Wit Me,Juice WRLD,19294229,921966,USUG11800945,80.0,"chicago rap,melodic rap,pop",['US'],131,1937592,66
131,2020-01-05_top200US,It's You,Ali Gatie,24034382,712820,USWB11901154,,"canadian hip hop,pop",['CA'],132,1934314,22
132,2020-01-05_top200US,Ocean Eyes,Billie Eilish,14507000,5596,US23A1500056,67.0,"electropop,pop",['US'],133,1933838,82
133,2020-01-05_top200US,Without Me,Halsey,20647090,5109,USUM71813499,82.0,"dance pop,electropop,etherpop,indie poptimism,pop,post-teen pop",['US'],134,1929725,66
134,2020-01-05_top200US,XO TOUR Llif3,Lil Uzi Vert,15093958,5732,USAT21703440,83.0,"melodic rap,philly rap,rap,trap",['US'],135,1895957,163
135,2020-01-05_top200US,goosebumps,Travis Scott,15798674,4215,USSM11607555,89.0,"pop,pop rap,rap",['US'],136,1894675,204
136,2020-01-05_top200US,Eastside (with Halsey & Khalid),benny blanco,20184254,1118101,USUM71809132,74.0,"dance pop,electropop,etherpop,indie poptimism,pop,post-teen pop,pop,dance pop,edm,pop,tropical house","['US', 'US', 'US']",137,1888969,74
137,2020-01-05_top200US,Up The Smoke (with Offset),Stunna 4 Vegas,26950349,1366399,USUM71921252,,"atl hip hop,pop,pop rap,rap,southern hip hop,trap,trap","['US', 'US']",138,1887998,5
138,2020-01-05_top200US,Panini - DaBaby Remix,Lil Nas X,25175806,1366172,USSM11906020,,"nc hip hop,rap,country rap,lgbtq+ hip hop","['US', 'US']",139,1880826,16
139,2020-01-05_top200US,Hot Shower,Chance the Rapper,24697458,4257,GBMA21863195,0.0,"chicago rap,conscious hip hop,hip hop,pop rap,rap,atl hip hop,hip hop,melodic rap,pop rap,rap,southern hip hop,trap,underground hip hop,vapor trap,nc hip hop,rap","['US', 'US', 'US']",140,1866354,27
140,2020-01-05_top200US,Speechless,Dan + Shay,19255958,4741,USWB11800928,76.0,contemporary country,['US'],141,1857357,98
141,2020-01-05_top200US,BEST ON EARTH (feat. BIA),Russ,26187119,130214,USSM11913145,,"hawaiian hip hop,pop,rap,escape room,rap latina,trap queen","['US', 'US']",142,1830709,12
142,2020-01-05_top200US,Look At Her Now,Selena Gomez,26569957,3168,USUM71921647,,"dance pop,pop,post-teen pop",['US'],143,1830560,8
143,2020-01-05_top200US,"thank u, next",Ariana Grande,21904304,3963,USUM71819361,84.0,"dance pop,pop,post-teen pop",['US'],144,1828075,51
144,2020-01-05_top200US,Beautiful Crazy,Luke Combs,19173498,207759,US6XF1700259,80.0,"contemporary country,country road",['US'],145,1808229,117
145,2020-01-05_top200US,Love Me More,Trippie Redd,26809533,526471,QZJ841900062,,"melodic rap,rap,trap",['US'],146,1806170,6
146,2020-01-05_top200US,Pure Water (with Migos),Mustard,22281835,4573,USUM71823137,79.0,"cali rap,hip hop,pop,pop rap,rap,southern hip hop,trap,atl hip hop,pop,pop rap,rap,southern hip hop,trap","['US', 'US']",147,1798911,33
147,2020-01-05_top200US,Better,Khalid,20562092,209693,USRC11803180,76.0,pop,['US'],148,1796037,68
148,2020-01-05_top200US,Moonlight,XXXTENTACION,18762330,74419,USUG11800209,85.0,"emo rap,miami hip hop",['US'],149,1793977,132
149,2020-01-05_top200US,Did It Again,Lil Tecca,24680056,1014878,USUG11902664,76.0,melodic rap,['US'],150,1774350,15
150,2020-01-05_top200US,Fuck Love (feat. Trippie Redd),XXXTENTACION,15972115,74419,USUYG1156898,83.0,"emo rap,miami hip hop,melodic rap,rap,trap","['US', 'US']",151,1773677,162
151,2020-01-05_top200US,You Need To Calm Down,Taylor Swift,24038822,2762,USUG11901470,80.0,"dance pop,pop,post-teen pop",['US'],152,1770274,25
152,2020-01-05_top200US,How I Move (feat. Lil Baby),Flipp Dinero,27322391,537971,USSM11914254,,"melodic rap,rap,trap,vapor trap,atl hip hop,atl trap,rap,trap","['US', 'US']",153,1765285,12
153,2020-01-05_top200US,The Less I Know The Better,Tame Impala,11020231,3315,AUUM71500303,85.0,"australian psych,neo-psychedelic,psychedelic rock",['AU'],154,1761497,57
154,2020-01-05_top200US,Shotta Flow (feat. Blueface) [Remix],NLE Choppa,24153013,1388456,QZ85M1951467,,"cali rap,memphis hip hop","['US', 'US']",155,1754671,6
155,2020-01-05_top200US,bury a friend,Billie Eilish,22352931,5596,USUM71900770,80.0,"electropop,pop",['US'],156,1754439,43
156,2020-01-05_top200US,Bad Bad Bad (feat. Lil Baby),Young Thug,24879687,4517,USAT21904712,,"atl hip hop,atl trap,gangster rap,melodic rap,pop rap,rap,trap,atl hip hop,atl trap,rap,trap","['US', 'US']",157,1750891,21
157,2020-01-05_top200US,Envy Me,Calboy,20631889,839914,USHM91813257,75.0,"chicago rap,melodic rap,rap,southern hip hop,trap",['US'],158,1738168,42
158,2020-01-05_top200US,Slide,H.E.R.,25345591,207304,USRC11902505,,"cali rap,hip hop,pop,pop rap,rap,southern hip hop,trap,pop,pop rap","['US', 'US']",159,1727758,2
